,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,class
0,-0.010006905533373356,-0.0024722020607441664,38.69856262207031,7.528805323616423e-05,-1.398645470907863e-05,8.902817831071788e-09,mehdi
1,0.009999958798289299,-2.7787657018052414e-05,31.514041900634766,2.7951104553038645e-05,4.96720079133958e-06,3.0095362562412233e-09,mehdi
2,0.009999958798289299,-2.7787657018052414e-05,31.514041900634766,2.7951104553038645e-05,4.96720079133958e-06,3.0095362562412233e-09,mehdi
3,-0.03001377359032631,-0.004916616249829531,25.381601333618164,3.929858759981387e-05,3.900141285481789e-06,4.746128653984348e-09,mehdi
4,-0.03001377359032631,-0.004916616249829531,25.381601333618164,3.929858759981387e-05,3.900141285481789e-06,4.746128653984348e-09,mehdi
5,6.9469142545131035e-06,0.0024999896995723248,22.05828094482422,-3.039158843344677e-05,-1.7427536003387685e-05,-7.804009341383818e-09,mehdi
6,-0.010006905533373356,-0.0024722020607441664,17.701202392578125,3.673685629317187e-05,3.964096387905407e-06,-9.98671906096774e-10,mehdi
7,-0.010006905533373356,-0.0024722020607441664,17.701202392578125,3.673685629317187e-05,3.964096387905407e-06,-9.98671906096774e-10,mehdi
8,-0.02000686526298523,-0.002444414421916008,15.190361022949219,-7.688224779893056e-05,3.6693468031318214e-06,-2.0669613833387624e-09,mehdi
9,0.009999958798289299,-2.7787657018052414e-05,12.908965110778809,-2.9433822353552544e-05,-1.765241597714088e-05,-2.446528779024618e-09,mehdi
10,0.010006905533373356,0.0024722020607441664,11.539297103881836,3.9489164400772165e-05,4.299189044258422e-06,3.406933841471364e-09,mehdi
11,-0.010013852268457413,-0.0049721915274858475,10.684980392456055,-8.153735037737549e-05,4.761535642527919e-06,-3.655083898273829e-09,mehdi
12,-0.009993012063205242,0.002527777338400483,10.045361518859863,1.4095904058554902e-05,5.716273630809889e-06,-1.3544630652613496e-09,mehdi
13,-0.009993012063205242,0.002527777338400483,10.045361518859863,1.4095904058554902e-05,5.716273630809889e-06,-1.3544630652613496e-09,mehdi
14,0.010006905533373356,0.0024722020607441664,9.608271598815918,-3.778748602043384e-05,-1.443507963111917e-05,-5.687523541099986e-10,mehdi
15,-6.9469142545131035e-06,-0.0024999896995723248,9.316865921020508,1.1682615192895165e-05,7.457791486421603e-06,4.2417348238537634e-10,mehdi
16,0.04001373052597046,0.004888828843832016,9.131406784057617,-4.018873091429244e-05,-1.239653644024819e-05,7.379530923318355e-10,mehdi
17,0.04001373052597046,0.004888828843832016,9.131406784057617,-4.018873091429244e-05,-1.239653644024819e-05,7.379530923318355e-10,mehdi
18,-0.019999917596578598,5.557531403610483e-05,8.983321189880371,-4.049664036211604e-05,-1.1969186324805272e-05,-3.886571824238777e-09,mehdi
19,0.009999958798289299,-2.7787657018052414e-05,8.970909118652344,2.235183991584968e-05,1.0078661365255364e-05,-9.042197688600223e-11,mehdi
20,0.010006905533373356,0.0024722020607441664,9.051885604858398,-4.5875846848226665e-05,-1.0143375729692541e-05,-3.3672433020320455e-11,mehdi
21,-0.010006905533373356,-0.0024722020607441664,8.982559204101562,2.53205841079682e-06,1.1622098957082022e-05,1.352192944357455e-11,mehdi
22,-0.02001381106674671,-0.004944404121488333,8.92710018157959,-9.464367344566854e-05,1.2296501939740049e-05,7.038468912883637e-09,mehdi
23,-0.02001381106674671,-0.004944404121488333,8.92710018157959,-9.464367344566854e-05,1.2296501939740049e-05,7.038468912883637e-09,mehdi
24,-0.009999958798289299,2.7787657018052414e-05,9.178923606872559,6.651754047495408e-05,-8.074373308081371e-06,6.724519540831055e-10,mehdi
25,6.9469142545131035e-06,0.0024999896995723248,9.127896308898926,-9.802214106829644e-05,1.291796665072455e-05,4.73967848909034e-09,mehdi
26,0.02001381106674671,0.004944404121488333,9.184316635131836,7.407066758673076e-05,-8.044535328726002e-06,8.363637479251367e-09,mehdi
27,0.02001381106674671,0.004944404121488333,9.184316635131836,7.407066758673076e-05,-8.044535328726002e-06,8.363637479251367e-09,mehdi
28,6.9469142545131035e-06,0.0024999896995723248,9.241816520690918,4.0398324684246645e-06,1.345455034681415e-05,8.46982983895607e-09,mehdi
29,6.9469142545131035e-06,0.0024999896995723248,9.241816520690918,4.0398324684246645e-06,1.345455034681415e-05,8.46982983895607e-09,mehdi
30,0.03001377359032631,0.004916616249829531,9.306242942810059,-0.0001764597157286751,-6.992514096068669e-06,-1.5364639457987363e-09,mehdi
31,0.03001377359032631,0.004916616249829531,9.306242942810059,-0.0001764597157286751,-6.992514096068669e-06,-1.5364639457987363e-09,mehdi
32,0.009993012063205242,-0.002527777338400483,9.572609901428223,-0.00018506014077129603,-6.787657469701474e-06,-9.375360791483527e-11,mehdi
33,0.0,0.0,9.436300277709961,3.6024288282780276e-05,-6.986694851445713e-06,-1.3893259202635416e-09,mehdi
34,0.0,0.0,9.436300277709961,3.6024288282780276e-05,-6.986694851445713e-06,-1.3893259202635416e-09,mehdi
35,6.9469142545131035e-06,0.0024999896995723248,9.38573932647705,4.342958524851751e-05,-6.454569835019652e-06,1.878957205840113e-09,mehdi
36,-0.010013852268457413,-0.0049721915274858475,9.576706886291504,2.9730518336013435e-05,-7.325293954835074e-06,-2.516416697317757e-09,mehdi
37,-0.019999917596578598,5.557531403610483e-05,9.624601364135742,4.020694994572986e-05,-7.001543818031531e-06,-2.6414355553207137e-09,mehdi
38,0.020020758733153343,0.007444394752383232,9.765244483947754,3.687427091140706e-05,-6.3702819808506245e-06,1.2167088687444777e-09,mehdi
39,0.020020758733153343,0.007444394752383232,9.765244483947754,3.687427091140706e-05,-6.3702819808506245e-06,1.2167088687444777e-09,mehdi
40,0.0,0.0,9.458672523498535,-1.9635489480145134e-05,1.516348263093671e-05,-2.7086875889215892e-09,mehdi
41,6.9469142545131035e-06,0.0024999896995723248,9.675081253051758,-1.8188905223478657e-05,1.5195909836247164e-05,-1.653128281792159e-09,mehdi
42,0.029999880120158195,-8.336297469213605e-05,9.81050968170166,-8.22737783492098e-05,-6.859666449022805e-06,-8.089788540622677e-10,mehdi
43,0.029999880120158195,-8.336297469213605e-05,9.81050968170166,-8.22737783492098e-05,-6.859666449022805e-06,-8.089788540622677e-10,mehdi
44,6.9469142545131035e-06,0.0024999896995723248,9.687291145324707,-2.902362056761908e-05,1.3534138104497098e-05,-1.1799364882254021e-09,mehdi
45,0.0,0.0,9.710721015930176,4.227014940715804e-05,-7.713168959348913e-06,-2.5517431181647724e-09,mehdi
46,0.030006827786564827,0.0024166267830878496,9.646967887878418,4.4043332763400654e-05,-8.555777179335698e-06,-3.6537114889287775e-09,mehdi
47,0.030006827786564827,0.0024166267830878496,9.646967887878418,4.4043332763400654e-05,-8.555777179335698e-06,-3.6537114889287775e-09,mehdi
48,-0.009999958798289299,2.7787657018052414e-05,9.775250434875488,4.7818121315332355e-05,-9.069122979589402e-06,-2.0653870087714376e-09,mehdi
49,-0.010006905533373356,-0.0024722020607441664,9.74615478515625,5.322153950678903e-05,-9.68673723474321e-06,2.954646243548526e-09,mehdi
